heure	A_mtime	A_somme	B_mtime	B_somme	charge	conteneurs
23:00:52	1788107970	147883352357	1788117295	147886450940	4.52	7
23:00:57	1788107970	147883352357	1788117295	147886450940	4.56	7
23:01:02	1788107970	147883352357	1788117295	147886450940	4.35	7
23:01:07	1788107970	147883352357	1788117295	147886450940	4.40	7
23:01:12	1788107970	147883352357	1788117295	147886450940	4.29	7
23:01:18	1788107970	147883352357	1788117295	147886450940	4.59	7
23:01:23	1788107970	147883352357	1788117295	147886450940	4.70	7
23:01:28	1788107970	147883352357	1788117295	147886450940	4.73	7
23:01:33	1788107970	147883352357	1788117295	147886450940	5.07	7
23:01:38	1788107970	147883352357	1788117295	147886450940	5.14	7
23:01:44	1788107970	147883352357	1788117295	147886450940	5.05	7
23:01:49	1788107970	147883352357	1788117295	147886450940	5.05	7
23:01:54	1788107970	147883352357	1788117295	147886450940	4.80	7
23:01:59	1788107970	147883352357	1788117295	147886450940	4.82	7
23:02:04	1788107970	147883352357	1788117295	147886450940	4.75	7
23:02:09	1788107970	147883352357	1788117295	147886450940	5.09	7
23:02:15	1788107970	147883352357	1788117295	147886450940	5.25	7
23:02:20	1788107970	147883352357	1788117295	147886450940	4.99	7
23:02:25	1788107970	147883352357	1788117295	147886450940	5.07	7
23:02:30	1788107970	147883352357	1788117295	147886450940	5.14	7
23:02:35	1788107970	147883352357	1788117295	147886450940	5.05	7
23:02:41	1788107970	147883352357	1788117295	147886450940	4.89	7
23:02:46	1788107970	147883352357	1788117295	147886450940	5.06	7
23:02:51	1788107970	147883352357	1788117295	147886450940	4.91	7
23:02:56	1788107970	147883352357	1788117295	147886450940	5.15	7
23:03:01	1788107970	147883352357	1788117295	147886450940	4.98	7
23:03:07	1788107970	147883352357	1788117295	147886450940	5.06	7
23:03:12	1788107970	147883352357	1788117295	147886450940	4.90	7
23:03:17	1788107970	147883352357	1788117295	147886450940	4.75	7
23:03:22	1788107970	147883352357	1788117295	147886450940	4.60	7
23:03:27	1788107970	147883352357	1788117295	147886450940	4.56	7
23:03:33	1788107970	147883352357	1788117295	147886450940	4.67	7
23:03:38	1788107970	147883352357	1788117295	147886450940	4.54	7
23:03:43	1788107970	147883352357	1788117295	147886450940	4.81	9
23:03:48	1788107970	147883352357	1788117295	147886450940	4.99	10
23:03:53	1788107970	147883352357	1788117295	147886450940	5.47	10
23:03:58	1788107970	147883352357	1788117295	147886450940	5.75	10
23:04:04	1788107970	147883352357	1788117295	147886450940	5.93	10
23:04:09	1788107970	147883352357	1788117295	147886450940	6.50	10
23:04:14	1788107970	147883352357	1788117295	147886450940	6.38	10
23:04:19	1788107970	147883352357	1788117295	147886450940	6.51	10
23:04:24	1788107970	147883352357	1788117295	147886450940	6.31	10
23:04:30	1788107970	147883352357	1788117295	147886450940	6.04	10
23:04:35	1788107970	147883352357	1788117295	147886450940	5.80	7
23:04:40	1788107970	147883352357	1788117295	147886450940	5.65	7
23:04:45	1788107970	147883352357	1788117295	147886450940	5.84	7
23:04:50	1788107970	147883352357	1788117295	147886450940	5.77	7
23:04:56	1788107970	147883352357	1788117295	147886450940	5.63	7
23:05:01	1788107970	147883352357	1788117295	147886450940	5.90	7
23:05:06	1788107970	147883352357	1788117295	147886450940	6.31	11
23:05:11	1788107970	147883352357	1788117295	147886450940	7.47	11
23:05:16	1788107970	147883352357	1788117295	147886450940	7.59	13
23:05:22	1788107970	147883352357	1788117295	147886450940	7.22	13
23:05:27	1788107970	147883352357	1788117295	147886450940	7.37	13
23:05:32	1788107970	147883352357	1788117295	147886450940	7.26	13
23:05:37	1788107970	147883352357	1788117295	147886450940	7.32	13
23:05:42	1788107970	147883352357	1788117295	147886450940	7.13	13
23:05:48	1788107970	147883352357	1788117295	147886450940	6.80	13
23:05:53	1788107970	147883352357	1788117295	147886450940	6.82	13
23:05:58	1788107970	147883352357	1788117295	147886450940	6.75	12
23:06:03	1788107970	147883352357	1788117295	147886450940	6.61	10
23:06:09	1788107970	147883352357	1788117295	147886450940	6.08	10
23:06:14	1788107970	147883352357	1788117295	147886450940	6.23	7
23:06:19	1788107970	147883352357	1788117295	147886450940	6.30	7
23:06:24	1788107970	147883352357	1788117295	147886450940	6.11	7
23:06:29	1788107970	147883352357	1788117295	147886450940	5.94	7
23:06:35	1788107970	147883352357	1788117295	147886450940	5.47	7
23:06:40	1788107970	147883352357	1788117295	147886450940	5.27	7
23:06:45	1788107970	147883352357	1788117295	147886450940	5.33	11
23:06:50	1788107970	147883352357	1788117295	147886450940	5.14	13
23:06:55	1788107970	147883352357	1788117295	147886450940	5.05	13
23:07:01	1788107970	147883352357	1788117295	147886450940	4.64	13
23:07:06	1788107970	147883352357	1788117295	147886450940	4.43	13
23:07:11	1788107970	147883352357	1788117295	147886450940	4.61	13
23:07:16	1788107970	147883352357	1788117295	147886450940	4.32	13
23:07:21	1788107970	147883352357	1788117295	147886450940	4.29	13
23:07:27	1788107970	147883352357	1788117295	147886450940	4.59	13
23:07:32	1788107970	147883352357	1788117295	147886450940	4.70	13
23:07:37	1788107970	147883352357	1788117295	147886450940	4.65	10
23:07:42	1788107970	147883352357	1788117295	147886450940	4.51	10
23:07:48	1788107970	147883352357	1788117295	147886450940	4.63	7
23:07:53	1788107970	147883352357	1788117295	147886450940	4.34	7
23:07:58	1788107970	147883352357	1788117295	147886450940	4.07	7
23:08:03	1788107970	147883352357	1788117295	147886450940	3.83	7
23:08:08	1788107970	147883352357	1788117295	147886450940	3.76	7
23:08:14	1788107970	147883352357	1788117295	147886450940	3.54	7
23:08:19	1788107970	147883352357	1788117295	147886450940	3.34	7
23:08:24	1788107970	147883352357	1788117295	147886450940	3.39	7
23:08:29	1788107970	147883352357	1788117295	147886450940	3.20	7
23:08:34	1788107970	147883352357	1788117295	147886450940	3.26	7
23:08:39	1788107970	147883352357	1788117295	147886450940	3.16	7
23:08:45	1788107970	147883352357	1788117295	147886450940	3.15	7
23:08:50	1788107970	147883352357	1788117295	147886450940	2.97	7
23:08:55	1788107970	147883352357	1788117295	147886450940	2.90	7
23:09:00	1788107970	147883352357	1788117295	147886450940	2.82	7
23:09:05	1788107970	147883352357	1788117295	147886450940	2.84	7
23:09:11	1788107970	147883352357	1788117295	147886450940	2.85	7
23:09:16	1788107970	147883352357	1788117295	147886450940	2.78	7
23:09:21	1788107970	147883352357	1788117295	147886450940	2.64	7
23:09:26	1788107970	147883352357	1788117295	147886450940	3.15	7
23:09:31	1788107970	147883352357	1788117295	147886450940	3.06	7
23:09:37	1788107970	147883352357	1788117295	147886450940	2.97	7
23:09:42	1788107970	147883352357	1788117295	147886450940	2.98	7
23:09:47	1788107970	147883352357	1788117295	147886450940	3.06	7
23:09:52	1788107970	147883352357	1788117295	147886450940	3.69	7
23:09:57	1788107970	147883352357	1788117295	147886450940	3.48	7
23:10:03	1788107970	147883352357	1788117295	147886450940	3.52	7
23:10:08	1788107970	147883352357	1788117295	147886450940	3.72	7
23:10:13	1788107970	147883352357	1788117295	147886450940	3.82	7
23:10:18	1788107970	147883352357	1788117295	147886450940	3.84	7
23:10:23	1788107970	147883352357	1788117295	147886450940	3.69	7
23:10:29	1788107970	147883352357	1788117295	147886450940	3.71	7
23:10:34	1788107970	147883352357	1788117295	147886450940	3.90	7
23:10:39	1788107970	147883352357	1788117295	147886450940	4.07	7
23:10:44	1788107970	147883352357	1788117295	147886450940	4.22	7
23:10:49	1788107970	147883352357	1788117295	147886450940	4.52	7
23:10:55	1788107970	147883352357	1788117295	147886450940	4.40	7
23:11:00	1788107970	147883352357	1788117295	147886450940	4.69	7
23:11:05	1788107970	147883352357	1788117295	147886450940	4.88	7
23:11:10	1788107970	147883352357	1788117295	147886450940	4.72	7
23:11:15	1788107970	147883352357	1788117295	147886450940	4.43	7
23:11:21	1788107970	147883352357	1788117295	147886450940	4.79	7
23:11:26	1788107970	147883352357	1788117295	147886450940	4.73	7
23:11:31	1788107970	147883352357	1788117295	147886450940	4.75	7
23:11:36	1788107970	147883352357	1788117295	147886450940	4.25	7
23:11:41	1788107970	147883352357	1788117295	147886450940	3.99	7
23:11:47	1788107970	147883352357	1788117295	147886450940	3.75	7
23:11:52	1788107970	147883352357	1788117295	147886450940	3.69	7
23:11:57	1788107970	147883352357	1788117295	147886450940	3.64	7
23:12:02	1788107970	147883352357	1788117295	147886450940	4.23	11
23:12:07	1788107970	147883352357	1788117295	147886450940	4.37	11
23:12:12	1788107970	147883352357	1788117295	147886450940	4.98	13
23:12:18	1788107970	147883352357	1788117295	147886450940	4.66	13
23:12:23	1788107970	147883352357	1788117295	147886450940	4.69	13
23:12:28	1788107970	147883352357	1788117295	147886450940	4.71	13
23:12:33	1788107970	147883352357	1788117295	147886450940	4.74	13
23:12:38	1788107970	147883352357	1788117295	147886450940	4.68	13
23:12:44	1788107970	147883352357	1788117295	147886450940	5.10	13
23:12:49	1788107970	147883352357	1788117295	147886450940	5.02	13
23:12:54	1788107970	147883352357	1788117295	147886450940	4.85	10
23:12:59	1788107970	147883352357	1788117295	147886450940	4.62	10
23:13:05	1788107970	147883352357	1788117295	147886450940	4.57	10
23:13:10	1788107970	147883352357	1788117295	147886450940	5.17	7
23:13:15	1788107970	147883352357	1788117295	147886450940	5.24	7
23:13:20	1788107970	147883352357	1788117295	147886450940	5.30	7
23:13:25	1788107970	147883352357	1788117295	147886450940	5.59	7
23:13:30	1788107970	147883352357	1788117295	147886450940	5.71	7
23:13:36	1788107970	147883352357	1788117295	147886450940	5.97	7
23:13:41	1788107970	147883352357	1788117295	147886450940	5.57	7
23:13:46	1788107970	147883352357	1788117295	147886450940	5.37	7
23:13:51	1788107970	147883352357	1788117295	147886450940	5.14	7
23:13:56	1788107970	147883352357	1788117295	147886450940	4.89	7
23:14:02	1788107970	147883352357	1788117295	147886450940	4.73	7
23:14:07	1788107970	147883352357	1788117295	147886450940	4.60	7
23:14:12	1788107970	147883352357	1788117295	147886450940	4.71	7
23:14:17	1788107970	147883352357	1788117295	147886450940	4.65	7
23:14:22	1788107970	147883352357	1788117295	147886450940	4.52	7
23:14:28	1788107970	147883352357	1788117295	147886450940	4.16	7
23:14:33	1788107970	147883352357	1788117295	147886450940	4.14	7
23:14:38	1788107970	147883352357	1788117295	147886450940	3.81	7
23:14:43	1788107970	147883352357	1788117295	147886450940	3.67	7
23:14:48	1788107970	147883352357	1788117295	147886450940	3.45	7
23:14:54	1788107970	147883352357	1788117295	147886450940	3.18	7
23:14:59	1788107970	147883352357	1788117295	147886450940	3.00	7
23:15:04	1788107970	147883352357	1788117295	147886450940	2.84	7
23:15:09	1788107970	147883352357	1788117295	147886450940	2.77	7
23:15:14	1788107970	147883352357	1788117295	147886450940	2.71	7
23:15:19	1788107970	147883352357	1788117295	147886450940	2.73	7
23:15:25	1788107970	147883352357	1788117295	147886450940	2.68	7
23:15:30	1788107970	147883352357	1788117295	147886450940	2.78	7
23:15:35	1788107970	147883352357	1788117295	147886450940	2.64	7
23:15:40	1788107970	147883352357	1788117295	147886450940	2.51	7
23:15:45	1788107970	147883352357	1788117295	147886450940	2.47	7
23:15:51	1788107970	147883352357	1788117295	147886450940	2.67	7
23:15:56	1788107970	147883352357	1788117295	147886450940	2.46	7
23:16:01	1788107970	147883352357	1788117295	147886450940	2.26	7
23:16:06	1788107970	147883352357	1788117295	147886450940	1.98	7
23:16:11	1788107970	147883352357	1788117295	147886450940	1.83	7
23:16:17	1788107970	147883352357	1788117295	147886450940	1.68	7
23:16:22	1788107970	147883352357	1788117295	147886450940	1.79	7
23:16:27	1788107970	147883352357	1788117295	147886450940	1.72	7
23:16:32	1788107970	147883352357	1788117295	147886450940	1.58	7
23:16:37	1788107970	147883352357	1788117295	147886450940	1.46	7
23:16:43	1788107970	147883352357	1788117295	147886450940	1.34	7
23:16:48	1788107970	147883352357	1788117295	147886450940	1.23	7
23:16:53	1788107970	147883352357	1788117295	147886450940	1.29	7
23:16:58	1788107970	147883352357	1788117295	147886450940	1.35	7
23:17:03	1788107970	147883352357	1788117295	147886450940	1.72	7
23:17:08	1788107970	147883352357	1788117295	147886450940	1.67	7
23:17:14	1788107970	147883352357	1788117295	147886450940	1.53	7
23:17:19	1788107970	147883352357	1788117295	147886450940	1.41	7
23:17:24	1788107970	147883352357	1788117295	147886450940	1.54	7
23:17:29	1788107970	147883352357	1788117295	147886450940	1.73	7
23:17:34	1788107970	147883352357	1788117295	147886450940	1.67	7
23:17:40	1788107970	147883352357	1788117295	147886450940	1.70	7
23:17:45	1788107970	147883352357	1788117295	147886450940	1.64	7
23:17:50	1788107970	147883352357	1788117295	147886450940	1.67	7
23:17:55	1788107970	147883352357	1788117295	147886450940	1.70	7
23:18:00	1788107970	147883352357	1788117295	147886450940	1.96	7
23:18:06	1788107970	147883352357	1788117295	147886450940	2.21	7
23:18:11	1788107970	147883352357	1788117295	147886450940	2.27	7
23:18:16	1788107970	147883352357	1788117295	147886450940	2.33	7
23:18:21	1788107970	147883352357	1788117295	147886450940	2.30	7
23:18:26	1788107970	147883352357	1788117295	147886450940	2.10	7
23:18:31	1788107970	147883352357	1788117295	147886450940	2.17	7
23:18:37	1788107970	147883352357	1788117295	147886450940	2.00	7
23:18:42	1788107970	147883352357	1788117295	147886450940	1.83	7
23:18:47	1788107970	147883352357	1788117295	147886450940	1.85	7
23:18:52	1788107970	147883352357	1788117295	147886450940	1.86	7
23:18:57	1788107970	147883352357	1788117295	147886450940	1.87	7
23:19:03	1788107970	147883352357	1788117295	147886450940	1.88	7
23:19:08	1788107970	147883352357	1788117295	147886450940	2.05	7
23:19:13	1788107970	147883352357	1788117295	147886450940	2.21	7
23:19:18	1788107970	147883352357	1788117295	147886450940	2.35	7
23:19:23	1788107970	147883352357	1788117295	147886450940	2.32	7
23:19:29	1788107970	147883352357	1788117295	147886450940	2.30	7
23:19:34	1788107970	147883352357	1788117295	147886450940	2.19	7
23:19:39	1788107970	147883352357	1788117295	147886450940	2.42	7
23:19:44	1788107970	147883352357	1788117295	147886450940	2.71	7
23:19:49	1788107970	147883352357	1788117295	147886450940	3.53	17
23:19:55	1788107970	147883352357	1788117295	147886450940	5.01	22
23:20:00	1788107970	147883352357	1788117295	147886450940	5.49	22
23:20:05	1788107970	147883352357	1788117295	147886450940	5.53	22
23:20:10	1788107970	147883352357	1788117295	147886450940	6.21	22
23:20:16	1788107970	147883352357	1788117295	147886450940	6.67	22
23:20:21	1788107970	147883352357	1788117295	147886450940	7.82	22
23:20:26	1788107970	147883352357	1788124826	147886490184	8.00	22
23:20:31	1788107970	147883352357	1788124827	147886505646	9.80	22
23:20:37	1788107970	147883352357	1788124827	147886505646	10.14	22
23:20:42	1788107970	147883352357	1788124827	147886505646	10.53	22
23:20:47	1788107970	147883352357	1788124827	147886505646	10.41	22
23:20:52	1788107970	147883352357	1788124827	147886505646	10.29	22
23:20:58	1788107970	147883352357	1788124827	147886505646	11.07	22
23:21:03	1788107970	147883352357	1788124827	147886505646	10.98	22
23:21:08	1788107970	147883352357	1788124827	147886505646	11.07	22
23:21:13	1788107970	147883352357	1788124827	147886505646	10.82	22
